"location","lon","lat","counts","positive.counts","negative.counts","neutral.counts","totalpopulation"
"SEVIERVILLE TN",-83.56149292,35.86820984,15,3,5,7,15903
"SEWARD NE",-97.09983063,40.90684891,1,1,0,0,7109
"SEWICKLEY PA",-80.18386078,40.5364151,4,1,1,2,3837
"SEYMOUR IN",-85.89046478,38.95923996,1,0,0,1,18861
"SEYMOUR MO",-92.76896667,37.14664459,1,1,0,0,1789
"SHAFTER CA",-119.2740555,35.50065613,10,2,2,6,17513
"SHAKER HEIGHTS OH",-81.53669739,41.47419357,646,154,179,313,27934
"SHAKOPEE MN",-93.52770233,44.79788971,49,11,19,19,39137
"SHALLOTTE NC",-78.38527679,33.97378159,2,0,0,2,3816
"SHAMOKIN PA",-76.55822754,40.78910828,1,1,0,0,7253
"SHARON PA",-80.49273682,41.2334137,5,2,1,2,13754
"SHARON WI",-88.7290802,42.50258255,1,0,0,1,1632
"SHARONVILLE OH",-84.41338348,39.26810455,2,0,1,1,13872
"SHARPSBURG MD",-77.74819183,39.45773315,2,0,0,2,811
"SHARPSBURG NC",-77.82837677,35.86738205,1,1,0,0,2228
"SHARPSVILLE IN",-86.08840179,40.37942886,16,4,5,7,695
"SHAWANO WI",-88.60903931,44.78231049,1,1,0,0,9181
"SHAWNEE KS",-94.7208786,39.0417366,213,58,57,98,64125
"SHAWNEE OK",-96.92608643,35.32754898,42,15,8,19,30866
"SHEBOYGAN WI",-87.71476746,43.75089264,446,119,125,202,48853
"SHEFFIELD AL",-87.69856262,34.76504517,1,0,0,1,9074
"SHEFFIELD IA",-93.2154007,42.89302444,1,0,0,1,1146
"SHEFFIELD LAKE OH",-82.10116577,41.48757935,5,0,0,5,9063
"SHELBY IA",-95.45110321,41.51625061,10,1,3,6,578
"SHELBY MI",-86.36434174,43.60855484,2,2,0,0,1908
"SHELBY NC",-81.53518677,35.29262543,23,11,7,5,20245
"SHELBYVILLE IL",-88.78992462,39.40638733,6,4,2,0,4964
"SHELBYVILLE IN",-85.77182007,39.5215683,11,3,1,7,19250
"SHELBYVILLE KY",-85.22341156,38.21203232,15,7,3,5,14782
"SHELBYVILLE MO",-92.04193878,39.80587006,1,1,0,0,546
"SHELBYVILLE TN",-86.46025848,35.4834137,2,0,0,2,20779
"SHELDON IA",-95.8535614,43.18698502,37,7,13,17,5024
"SHELTON CT",-73.09243011,41.31684494,15,5,6,4,40783
"SHELTON WA",-123.0995026,47.21501923,2,1,1,0,9810
"SHENANDOAH IA",-95.3727951,40.76542664,1,1,0,0,5062
"SHENANDOAH PA",-76.20007324,40.8204422,1,0,1,0,4964
"SHEPHERD TX",-94.99694824,30.49860954,2,1,1,0,2887
"SHEPHERDSVILLE KY",-85.71594238,37.98869324,1,0,0,1,11695
"SHERIDAN WY",-106.9579773,44.7972641,3,0,3,0,17775
"SHERMAN IL",-89.60519409,39.89391327,2,0,2,0,4565
"SHERMAN NY",-79.59461212,42.15943146,1,0,0,1,681
"SHERMAN TX",-96.60933685,33.63597488,37,11,11,15,39569
"SHERWOOD AR",-92.22438049,34.81515884,31,8,8,15,30210
"SHERWOOD OR",-122.8425446,45.35624313,14,2,6,6,18880
"SHINNSTON WV",-80.29944611,39.39526749,1,0,1,0,2565
"SHIPPENSBURG PA",-77.51955414,40.05068207,12,6,2,4,5527
"SHIPSHEWANA IN",-85.58047485,41.67308807,1,0,0,1,688
"SHIVELY KY",-85.82255554,38.20013809,49,12,11,26,15570
"SHOREVIEW MN",-93.1241684,45.06987762,10,4,3,3,25951
"SHOREWOOD IL",-88.201828,41.52030182,10,5,4,1,16354
"SHOREWOOD WI",-87.88748932,43.08912277,3,2,1,0,13284
"SHREVEPORT LA",-93.7507019,32.52565002,600,169,139,292,200015
"SHREWSBURY MO",-90.3371582,38.59024811,2,0,1,1,6208
"SIDNEY NE",-102.9793778,41.14286041,1,0,1,0,6830
"SIDNEY OH",-84.15549469,40.28426743,7,3,4,0,20981
"SIERRA MADRE CA",-118.0547943,34.16183853,47,13,9,25,11084
"SIERRA VISTA AZ",-110.3048325,31.55449295,13,5,2,6,44892
"SIGEL IL",-88.49406433,39.22620392,1,0,0,1,394
"SIGNAL HILL CA",-118.1697388,33.80453873,1,0,0,1,11332
"SIGNAL MOUNTAIN TN",-85.34446716,35.12252808,2,0,0,2,8456
"SIKESTON MO",-89.5878067,36.87693024,22,8,8,6,16436
"SILAS AL",-88.32923126,31.76582909,1,0,0,1,680
"SILER CITY NC",-79.46157074,35.72395325,1,0,0,1,8193
"SILOAM GA",-83.08058929,33.53709412,1,0,0,1,393
"SILOAM SPRINGS AR",-94.54097748,36.18841934,28,10,6,12,15832
"SILSBEE TX",-94.17839813,30.34930038,3,1,0,2,6687
"SILVER CITY NM",-108.281929,32.77336884,7,3,0,4,10184
"SILVER CREEK NY",-79.16636658,42.5442009,1,1,0,0,2598
"SILVERTON OH",-84.4001236,39.19305038,2,0,1,1,4769
"SILVERTON OR",-122.7857742,45.00499725,9,4,4,1,9436
"SIMI VALLEY CA",-118.7839508,34.26951981,101,35,20,46,126103
"SIMPSONVILLE SC",-82.25405121,34.73744202,18,6,5,7,19706
"SIMSBORO LA",-92.78874969,32.534729,2,1,1,0,1239
"SINTON TX",-97.50976562,28.03709793,3,0,2,1,5701
"SIOUX CENTER IA",-96.17614746,43.0798111,13,5,0,8,7312
"SIOUX CITY IA",-96.40085602,42.5001564,60,19,13,28,82792
"SIOUX FALLS SD",-96.73429108,43.54177475,338,99,85,154,164341
"SISSETON SD",-97.052948,45.66472244,2,1,1,0,2668
"SISTER BAY WI",-87.12120819,45.19202423,2,1,0,1,734
"SISTERS OR",-121.5517273,44.29083252,1,0,0,1,2596
"SKANEATELES NY",-76.42854309,42.94717026,2,1,0,1,2553
"SKIATOOK OK",-96.00171661,36.36858749,1,1,0,0,7827
"SKOKIE IL",-87.73321533,42.03328705,27,9,6,12,65061
"SKYKOMISH WA",-121.362587,47.70903015,1,0,0,1,130
"SLEEPY EYE MN",-94.72470093,44.29698563,1,0,1,0,3498
"SLIDELL LA",-89.78143311,30.27558708,132,41,38,53,27567
"SLIPPERY ROCK PA",-80.05516052,41.06407928,15,4,7,4,3633
"SLOATSBURG NY",-74.19187164,41.15483475,5,3,0,2,3106
"SMITHFIELD NC",-78.33872223,35.50891876,1,0,1,0,11562
"SMITHFIELD VA",-76.63034058,36.98272324,6,2,2,2,8233
"SMITHSBURG MD",-77.57201385,39.65513611,1,0,1,0,3010
"SMITHTON MO",-93.09358978,38.68019104,3,3,0,0,483
"SMITHVILLE MO",-94.58171082,39.38669586,14,3,1,10,8911
"SMITHVILLE TN",-85.81411743,35.96058273,14,9,0,5,4611
"SMYRNA DE",-75.60120392,39.30263519,4,0,2,2,10904
"SMYRNA GA",-84.51447296,33.88409042,89,20,29,40,53829
"SMYRNA TN",-86.51843262,35.98318863,33,7,11,15,43580
"SNOHOMISH WA",-122.1009903,47.91241837,31,7,11,13,9437
"SNOQUALMIE WA",-121.8274155,47.52823257,4,0,2,2,12115
"SNOW HILL NC",-77.68035889,35.45199203,7,2,2,3,1847
"SNYDER TX",-100.9179764,32.71789169,2,0,0,2,11484
"SOCIAL CIRCLE GA",-83.71785736,33.65628433,55,8,18,29,4304
"SOCORRO NM",-106.8982925,34.06193924,2,0,2,0,8843
"SOLANA BEACH CA",-117.2725525,32.99123383,43,18,10,15,13253
"SOLDOTNA AK",-151.0635071,60.47569275,7,2,3,2,4409
"SOLEDAD CA",-121.3278732,36.42473984,11,2,5,4,25826
"SOLON IA",-91.49409485,41.80740738,1,0,1,0,2302
"SOLON OH",-81.44110107,41.3899231,4,0,1,3,23114
"SOLVANG CA",-120.139946,34.59571075,1,0,0,1,5456
"SOMERDALE NJ",-75.02175903,39.8440094,1,0,0,1,5298
"SOMERSET KY",-84.60385132,37.09214783,3,3,0,0,11358
"SOMERSET PA",-79.0776825,40.00854874,2,1,1,0,6127
"SOMERSWORTH NH",-70.86653137,43.26175308,1,0,1,0,11778
"SOMERTON AZ",-114.7113113,32.59666443,3,1,1,1,14845
"SOMERVILLE MA",-71.09860992,42.38757324,1017,307,255,455,78595
"SOMERVILLE NJ",-74.60894775,40.57460785,2,0,2,0,12212
"SONOMA CA",-122.4600754,38.29153061,43,9,14,20,10897
"SONORA CA",-120.3842011,37.98400497,152,45,35,72,4827
"SORRENTO LA",-90.85954285,30.18468285,1,0,1,0,1457
"SOUDERTON PA",-75.32456207,40.31177902,16,4,7,5,6697
"SOUTH AMBOY NJ",-74.28966522,40.47789383,3,2,0,1,8787
"SOUTH BELOIT IL",-89.03701782,42.49333191,3,1,0,2,8131
"SOUTH BEND IN",-86.25171661,41.67295837,678,186,206,286,100590
"SOUTH BOSTON VA",-78.90062714,36.6987915,3,1,2,0,8037
"SOUTH BOUND BROOK NJ",-74.53087616,40.55379105,4,1,1,2,4612
"SOUTH BURLINGTON VT",-73.17012787,44.46702576,1,0,1,0,18536
"SOUTH CHARLESTON WV",-81.69944763,38.36863708,7,1,1,5,13276
"SOUTH CHICAGO HEIGHTS IL",-87.63790894,41.48114014,3,2,1,0,4152
"SOUTH ELGIN IL",-88.29248047,41.99429321,2,0,0,2,22227
"SOUTH EUCLID OH",-81.51824188,41.5230751,3,0,1,2,21971
"SOUTH GATE CA",-118.213707,33.95462799,146,31,46,69,95350
"SOUTH HOLLAND IL",-87.60710144,41.60099792,9,1,5,3,22124
"SOUTH HOUSTON TX",-95.23612976,29.66330719,8,3,4,1,17430
"SOUTH JORDAN UT",-111.9315186,40.56394577,15,3,6,6,59662
"SOUTH LAKE TAHOE CA",-119.972786,38.94574356,98,26,25,47,21437
"SOUTH LYON MI",-83.65129089,42.46051788,16,6,4,6,11616
"SOUTH MIAMI FL",-80.29296875,25.70849991,8,0,3,5,12156
"SOUTH MILWAUKEE WI",-87.86100006,42.91051483,4,2,0,2,21229
"SOUTH NYACK NY",-73.91947937,41.08323288,7,2,2,3,3549
"SOUTH PASADENA CA",-118.1516647,34.11618805,8,3,2,3,25999
"SOUTH PITTSBURG TN",-85.70410156,35.01231766,6,2,2,2,3107
"SOUTH PLAINFIELD NJ",-74.41103363,40.57961655,33,9,6,18,23871
"SOUTH PORTLAND ME",-70.23975372,43.6415062,31,6,8,17,25304
"SOUTH RIVER NJ",-74.38522339,40.44672394,15,3,6,6,16274
"SOUTH SALT LAKE UT",-111.8901367,40.71858215,7,1,1,5,24501
"SOUTH SAN FRANCISCO CA",-122.4101868,37.65430069,38,12,11,15,66217
"SOUTH SIOUX CITY NE",-96.4140625,42.47398376,1,0,0,1,13315
"SOUTH TUCSON AZ",-110.9697952,32.19969177,3,0,0,3,5686
"SOUTH WHITLEY IN",-85.62773895,41.08475113,1,0,0,1,1903
"SOUTHAMPTON NY",-72.38861084,40.88444519,281,65,90,126,3193
"SOUTHAVEN MS",-90.02496338,34.99386215,17,5,5,7,51090
"SOUTHERN PINES NC",-79.39178467,35.17448425,4,0,1,3,13018
"SOUTHFIELD MI",-83.22153473,42.47357559,95,25,26,44,72859
"SOUTHGATE MI",-83.19342804,42.2142067,17,5,7,5,29518
"SOUTHLAKE TX",-97.13466644,32.94153214,11,5,1,5,28361
"SOUTHPORT NC",-78.01985931,33.9217453,4,1,1,2,3154
"SPANISH FORK UT",-111.6517334,40.11501312,3,0,0,3,36916
"SPANISH FORT AL",-87.88751221,30.67488098,1,1,0,0,7578
"SPARKS NV",-119.7548142,39.53468704,68,17,25,26,93437
"SPARTA GA",-82.97600555,33.27603531,1,1,0,0,1515
"SPARTA IL",-89.70211792,38.12332535,5,1,1,3,4371
"SPARTA KY",-84.90686798,38.67728806,1,0,0,1,284
"SPARTA MI",-85.71018982,43.16081238,3,2,0,1,4235
"SPARTA NC",-81.12025452,36.50556946,2,0,2,0,1802
"SPARTA TN",-85.46425629,35.9259491,5,2,1,2,5074
"SPARTANBURG SC",-81.93160248,34.94982529,429,122,104,203,37465
"SPEARFISH SD",-103.8635941,44.49181366,11,0,1,10,10980
"SPEARMAN TX",-101.1934052,36.19818497,3,1,2,0,3387
"SPEEDWAY IN",-86.2671051,39.80224609,346,82,102,162,12100
"SPENCER IA",-95.14494324,43.14133835,3,1,2,0,11186
"SPENCER NC",-80.43426514,35.69260025,1,0,0,1,3276
"SPENCER OK",-97.3780365,35.52297974,4,1,2,1,4004
"SPENCER TN",-85.46665192,35.74720764,1,0,0,1,1726
"SPENCERVILLE OH",-84.35338593,40.70881653,1,1,0,0,2090
"SPERRY OK",-95.99079132,36.2984314,1,0,0,1,1140
"SPIRIT LAKE IA",-95.10250854,43.4221344,2,0,0,2,4948
"SPIRO OK",-94.62031555,35.24132538,12,2,4,6,2640
"SPOKANE WA",-117.4281387,47.65847015,976,292,272,412,210695
"SPOTSWOOD NJ",-74.39738464,40.39186096,1,1,0,0,8413
"SPRAGUE NE",-96.7452774,40.62594604,1,1,0,0,142
"SPRING CITY PA",-75.54719543,40.17708588,2,1,0,1,3331
"SPRING HILL TN",-86.93003845,35.75111389,41,6,16,19,32831
"SPRING LAKE HEIGHTS NJ",-74.03012848,40.1507225,1,0,1,0,4683
"SPRING LAKE MI",-86.19725037,43.07686234,3,2,1,0,2438
"SPRING LAKE NC",-78.97221375,35.16840744,3,1,0,2,13336
"SPRING VALLEY NY",-74.04323578,41.11329269,2,1,0,1,32221
"SPRINGDALE AR",-94.12921143,36.1869278,85,17,31,37,75088
"SPRINGDALE OH",-84.48524475,39.28693008,2,0,1,1,11194
"SPRINGFIELD IL",-89.6439743,39.80184174,698,190,194,314,117061
"SPRINGFIELD KY",-85.22190857,37.68533707,2,2,0,0,2955
"SPRINGFIELD MA",-72.57289124,42.10980606,210,59,56,95,153947
"SPRINGFIELD MO",-93.29862213,37.21548843,2967,842,776,1349,163763
"SPRINGFIELD OH",-83.80889893,39.92424011,19,7,6,6,60007
"SPRINGFIELD OR",-123.024704,44.04590988,26,3,5,18,60235
"SPRINGFIELD TN",-86.88502502,36.50941086,15,3,5,7,16639
"SPRINGTOWN TX",-97.68406677,32.96629715,1,0,1,0,2741
"SPRINGVILLE UT",-111.6123734,40.16522598,2,0,2,0,31178
"SPRUCE PINE NC",-82.06425476,35.91545486,2,0,1,1,2444
"ST LOUIS MO",-90.19819641,38.62716675,70132,21676,15987,32469,317850
"SUFFERN NY",-74.14870453,41.11490631,2,1,0,1,10914
"SUFFOLK VA",-76.58317566,36.72846985,133,26,38,69,86184
"SUGAR CREEK MO",-94.44507599,39.10963821,1,1,0,0,3339
"SUGAR HILL GA",-84.03327179,34.10667801,12,6,2,4,20323
"SUGAR LAND TX",-95.6352005,29.61997795,121,34,35,52,84268
"SULLIGENT AL",-88.13464355,33.90181732,6,5,1,0,1956
"SULLIVAN MO",-91.16096497,38.20802689,14,3,2,9,6998
"SULPHUR LA",-93.37752533,30.23687744,4,1,3,0,20199
"SULPHUR OK",-96.96926117,34.5080719,3,3,0,0,5032
"SULPHUR ROCK AR",-91.50110626,35.75118637,2,1,0,1,398
"SULPHUR SPRINGS TX",-95.60125732,33.13871002,10,2,1,7,15780
"SUMMERDALE AL",-87.69980621,30.48824692,2,0,1,1,986
"SUMMERFIELD NC",-79.9040451,36.20918274,1,0,0,1,10622
"SUMMERSVILLE WV",-80.85063171,38.27550125,3,1,0,2,3531
"SUMMERVILLE SC",-80.17547607,33.01868439,105,24,37,44,46200
"SUMMIT IL",-87.81018066,41.78816223,11,2,0,9,11447
"SUMMIT NJ",-74.3586731,40.74148178,7,0,5,2,21869
"SUMNER WA",-122.2424011,47.20277405,5,2,2,1,9584
"SUMTER SC",-80.34135437,33.92088318,40,5,11,24,40851
"SUN PRAIRIE WI",-89.21392059,43.18373108,33,11,5,17,31174
"SUN VALLEY ID",-114.3539352,43.69688034,7,5,1,1,1408
"SUNBURY PA",-76.79363251,40.86275864,2,1,1,0,9758
"SUNNYSIDE WA",-120.0105743,46.32343674,1,0,1,0,16204
"SUNNYVALE CA",-122.0380707,37.36878967,289,96,80,113,148178
"SUNNYVALE TX",-96.56118774,32.7967453,8,3,2,3,5677
"SUNRISE FL",-80.2282486,26.14059067,42,12,5,25,89942
"SUNSET HILLS MO",-90.40755463,38.53887558,1,0,1,0,8533
"SUNSET LA",-92.06873322,30.41154289,4,0,2,2,2919
"SUPERIOR CO",-105.169548,39.95254517,11,4,5,2,12815
"SUPERIOR WI",-92.10461426,46.72050476,4,0,0,4,26817
"SURF CITY NC",-77.54553986,34.42726898,13,2,4,7,2481
"SURFSIDE BEACH SC",-78.97283173,33.6062355,17,6,3,8,4090
"SURFSIDE FL",-80.12493134,25.87931252,37,6,18,13,5987
"SUSANVILLE CA",-120.6552582,40.41608047,1,0,0,1,16048
"SUSSEX WI",-88.22231293,43.13374329,1,0,0,1,10680
"SUTHERLIN OR",-123.3144531,43.38960648,7,4,1,2,7821
"SUWANEE GA",-84.0713501,34.05178452,32,13,6,13,17291
"SWAINSBORO GA",-82.33340454,32.59764099,1,1,0,0,7456
"SWANSBORO NC",-77.12390137,34.68983078,1,0,0,1,2956
"SWANSEA IL",-89.98918152,38.53406143,29,7,8,14,13869
"SWARTHMORE PA",-75.34899139,39.90222549,9,3,3,3,6195
"SWARTZ CREEK MI",-83.8306427,42.95724869,6,2,1,3,5632
"SWEDESBORO NJ",-75.3094635,39.74773026,4,0,0,4,2612
"SWEENY TX",-95.69893646,29.03920364,30,9,12,9,3738
"SWEETWATER TN",-84.46063232,35.60184479,1,0,0,1,5872
"SWEETWATER TX",-100.4070358,32.47128296,5,3,1,1,10794
"SWISHER IA",-91.69330597,41.84576416,2,1,0,1,838
"SWISSVALE PA",-79.88240814,40.42403793,2,0,0,2,8932
"SYCAMORE IL",-88.68714142,41.98875427,8,5,2,1,17572
"SYCAMORE OH",-83.17075348,40.94967651,2,0,2,0,980
"SYKESVILLE MD",-76.96707916,39.37390518,13,3,5,5,4429
"SYLACAUGA AL",-86.25159454,33.17354202,12,3,7,2,12749
"SYLVA NC",-83.22544861,35.37376022,3,1,0,2,2597
"SYLVANIA OH",-83.71266174,41.71902466,128,38,39,51,18943
"SYLVESTER GA",-83.83532715,31.53106117,1,0,0,1,6146
"SYRACUSE NY",-76.14653015,43.04846191,1587,462,446,679,144564
"TACOMA WA",-122.4466705,47.25242233,1645,484,452,709,203481
"TAFT TX",-97.39922333,27.97969055,1,0,1,0,3063
"TAHLEQUAH OK",-94.9703064,35.91559982,34,12,8,14,16354
"TAKOMA PARK MD",-77.00667572,38.97793198,89,27,29,33,17478
"TALENT OR",-122.7902298,42.24512863,1,0,0,1,6244
"TALLADEGA AL",-86.10553741,33.43610001,20,7,3,10,15931
"TALLAHASSEE FL",-84.27896881,30.44669914,1471,418,399,654,187024
"TALLAPOOSA GA",-85.2878418,33.74494553,2,1,0,1,3138
"TALLMADGE OH",-81.44173431,41.10177231,2,1,1,0,17459
"TALLULA IL",-89.93762207,39.94442749,4,0,3,1,445
"TALLULAH LA",-91.18704987,32.40855789,12,1,7,4,7187
"TAMA IA",-92.58396149,41.97137451,1,1,0,0,2830
"TAMAQUA PA",-75.96853638,40.79745102,1,0,0,1,6949
"TAMARAC FL",-80.22389984,26.19458199,32,9,5,18,63227
"TAMPA FL",-82.4580307,27.94833755,6074,1663,1724,2687,355603
"TAMPICO IL",-89.78656006,41.63049698,2,1,1,0,684
"TANANA AK",-152.0746002,65.16492462,4,0,1,3,277
"TANEYTOWN MD",-77.17409515,39.65792084,1,0,1,0,6740
"TANGENT OR",-123.1104889,44.54080582,3,1,0,2,1022
"TAOS NM",-105.5769424,36.40658188,263,94,64,105,5711
"TARBORO NC",-77.5349884,35.89706039,5,2,3,0,11292
"TARENTUM PA",-79.75936127,40.60139465,1,0,0,1,4507
"TARPON SPRINGS FL",-82.75656128,28.14682198,403,116,128,159,24003
"TARRYTOWN NY",-73.85806274,41.07656097,3,2,0,1,11452
"TAUNTON MA",-71.08903503,41.900177,14,4,3,7,56276
"TAVARES FL",-81.72516632,28.80491257,3,0,1,2,14608
"TAYLOR MI",-83.26967621,42.24112701,37,9,9,19,62021
"TAYLOR MILL KY",-84.49630737,38.99780273,1,0,1,0,6701
"TAYLOR TX",-97.41002655,30.57122421,3,2,0,1,16276
"TAYLORSVILLE KY",-85.34210968,38.03184128,3,1,1,1,1126
"TAYLORVILLE IL",-89.29446411,39.5492363,53,14,11,28,11068
"TAZEWELL VA",-81.51947021,37.11498642,2,0,2,0,4522
"TEA SD",-96.83795166,43.44678497,31,5,8,18,4427
"TECUMSEH MI",-83.94480133,42.00404358,23,7,11,5,8393
"TEHACHAPI CA",-118.4508972,35.132164,8,0,3,5,13536
"TEHAMA CA",-122.1255112,40.02666092,1,0,1,0,410
"TEKONSHA MI",-84.98558044,42.09355927,1,0,0,1,648
"TELL CITY IN",-86.76784515,37.95154953,4,0,2,2,7234
"TELLURIDE CO",-107.8138123,37.93754578,2,1,1,0,2019
"TEMECULA CA",-117.1428146,33.48790741,109,33,24,52,107153
"TEMPE AZ",-111.9108276,33.41504288,1328,340,362,626,169816
"TEMPLE CITY CA",-118.0596924,34.10735321,19,3,8,8,36079
"TEMPLE TX",-97.34354401,31.09850502,129,35,37,57,69938
"TENAFLY NJ",-73.9623642,40.92551041,9,3,5,1,14788
"TERRE HAUTE IN",-87.41414642,39.46681976,139,36,31,72,61061
"TERRELL TX",-96.27573395,32.73627472,4,0,2,2,16355
"TEUTOPOLIS IL",-88.47222137,39.13311386,4,0,0,4,1793
"TEXARKANA AR",-94.03818512,33.44210052,13,3,3,7,30127
"TEXARKANA TX",-94.04785156,33.42536545,32,6,16,10,37088
"TEXAS CITY TX",-94.90317535,29.38432312,7,2,1,4,46266
"TEXHOMA OK",-101.7831192,36.50521851,5,1,0,4,851
"THATCHER AZ",-109.7611008,32.84925461,1,0,1,0,4935
"THAYER MO",-91.53848267,36.52465439,1,0,0,1,2236
"THE DALLES OR",-121.1804581,45.59422684,8,3,2,3,15136
"THE VILLAGE OK",-97.55195618,35.56108093,4,2,1,1,9223
"THIBODAUX LA",-90.82309723,29.79626465,20,7,4,9,14579
"THIEF RIVER FALLS MN",-96.18167114,48.11899567,4,0,0,4,8711
"THOMASTON GA",-84.32656097,32.888237,3,1,0,2,9032
"THOMASVILLE AL",-87.73569489,31.91395187,2,0,0,2,4099
"THOMASVILLE GA",-83.97835541,30.8371582,16,5,7,4,18612
"THOMASVILLE NC",-80.08161163,35.88302994,8,2,4,2,27084
"THOMPSON ND",-97.10613251,47.77650833,1,0,1,0,1067
"THOMSON GA",-82.50429535,33.47103119,1,0,0,1,6697
"THORNTON CO",-104.9727631,39.86811829,158,29,55,74,127688
"THORNTOWN IN",-86.6064682,40.1297493,1,0,0,1,1648
"THOUSAND OAKS CA",-118.8398514,34.17078018,70,16,22,32,128565
"THREE OAKS MI",-86.61090088,41.7985611,7,3,1,3,1598
"THREE RIVERS MI",-85.63246918,41.94419861,60,18,27,15,7787
"THREE RIVERS TX",-98.17991638,28.46170235,6,1,1,4,1596
"TIBURON CA",-122.4590607,37.87349701,9,0,3,6,9158
"TIFFIN IA",-91.66307831,41.70594788,1,0,0,1,2358
"TIFFIN OH",-83.17781067,41.11477661,8,2,3,3,17793
"TIFTON GA",-83.508255,31.4508934,8,2,1,5,16656
"TIGARD OR",-122.7737198,45.4310112,72,25,20,27,50276
"TIGER GA",-83.43260956,34.84734344,2,0,1,1,412
"TIJERAS NM",-106.3882523,35.07998657,1,0,1,0,530
"TILLAMOOK OR",-123.8468399,45.45576096,9,0,3,6,4958
"TIMPSON TX",-94.39550781,31.90409851,7,3,0,4,1385
"TINLEY PARK IL",-87.78465271,41.57352448,24,10,9,5,57176
"TIPP CITY OH",-84.17195892,39.95846939,10,5,4,1,9812
"TIPTON IN",-86.0413208,40.28222275,4,1,1,2,5252
"TITUSVILLE FL",-80.80722809,28.61296272,7,3,1,3,44363
"TITUSVILLE PA",-79.67320251,41.62724304,5,1,1,3,5438
"TOCCOA GA",-83.33230591,34.5774498,2,1,0,1,8302
"TOLEDO IA",-92.58429718,41.99272537,2,0,2,0,2146
"TOLEDO OH",-83.55497742,41.66411591,1429,387,373,669,282275
"TOLLESON AZ",-112.2612381,33.45026016,14,3,3,8,6806
"TOMAH WI",-90.50442505,43.97857666,1,0,0,1,9326
"TOMAHAWK WI",-89.73039246,45.47093964,1,0,0,1,3309
"TOMBALL TX",-95.6162262,30.09776115,63,18,17,28,11186
"TOMBSTONE AZ",-110.0689316,31.71310997,90,31,27,32,1510
"TONASKET WA",-119.4414749,48.70505142,1,0,1,0,1053
"TONAWANDA NY",-78.88004303,43.02050018,18,2,8,8,15000
"TONKAWA OK",-97.3106308,36.67843628,6,1,3,2,3149
"TOOELE UT",-112.3005066,40.53457642,73,18,23,32,32454
"TOPEKA KS",-95.67857361,39.04813766,497,141,137,219,127672
"TOPPENISH WA",-120.3111954,46.37686539,36,11,7,18,9006
"TORONTO KS",-95.94944,37.79908752,90,23,17,50,273
"TORONTO OH",-80.60319519,40.46689606,7,1,0,6,4980
"TORRANCE CA",-118.3428345,33.8359642,309,76,101,132,147589
"TORRINGTON CT",-73.12056732,41.80105209,175,48,47,80,35493
"TORRINGTON WY",-104.1826859,42.06502533,13,8,3,2,6736
"TOWANDA KS",-97.00056458,37.79741669,1,1,0,0,1625
"TOWER MN",-92.27474976,47.80524826,1,1,0,0,620
"TOWNSEND TN",-83.75569153,35.67550278,1,0,1,0,426
"TRACY CA",-121.427269,37.73949814,36,8,11,17,85284
"TRAPPE MD",-76.05755615,38.65869522,3,0,2,1,1228
"TRAVELERS REST SC",-82.44297028,34.96780014,12,2,2,8,4834
"TRAVERSE CITY MI",-85.6207962,44.76324844,152,39,55,58,15168
"TREASURE ISLAND FL",-82.76873779,27.76968193,13,4,1,8,6783
"TREMONT IL",-89.49304199,40.52783585,10,2,4,4,2170
"TREMONTON UT",-112.1671677,41.71178055,1,0,0,1,7999
"TRENTON FL",-82.81704712,29.61356735,13,2,5,6,2199
"TRENTON IL",-89.68222809,38.60559845,3,0,2,1,2698
"TRENTON MI",-83.17776489,42.13973236,5,0,2,3,18522
"TRENTON NJ",-74.74206543,40.21709442,264,53,85,126,84632
"TRENTON OH",-84.45779419,39.48095703,12,4,0,8,12176
"TRINIDAD CO",-104.5080338,37.17304611,3,0,1,2,8470
"TRIPOLI IA",-92.25856781,42.80789948,1,0,0,1,1350
"TROUP TX",-95.12340546,32.14391708,1,0,0,1,1661
"TROY AL",-85.97013855,31.80913544,15,5,5,5,18696
"TROY KS",-95.09043121,39.78313828,1,0,0,1,991
"TROY MI",-83.14983368,42.60589218,63,17,19,27,82542
"TROY MO",-90.98098755,38.979702,139,48,39,52,11175
"TROY NY",-73.69088745,42.72839737,83,22,26,35,49933
"TROY OH",-84.20330811,40.03966141,361,118,116,127,25411
"TRUCKEE CA",-120.1852493,39.32775879,13,4,3,6,16184
"TRUMANN AR",-90.5122757,35.67847824,4,1,2,1,7179
"TRUMANSBURG NY",-76.66526794,42.54250717,7,1,2,4,1637
"TRUSSVILLE AL",-86.61297607,33.62001419,4,1,2,1,20351
"TRUTH OR CONSEQUENCES NM",-107.2433853,33.13360596,14,1,5,8,6266
"TRYON NC",-82.23826599,35.20822144,19,3,7,9,1624
"TUCKAHOE NY",-73.82630157,40.95046616,15,3,3,9,6586
"TUCKERTON NJ",-74.3393631,39.60338211,6,2,1,3,3364
"TUCSON AZ",-110.9277954,32.22209167,2148,586,643,919,528374
"TUKWILA WA",-122.26371,47.47369385,4,1,2,1,19757
"TULARE CA",-119.3488922,36.20763016,27,4,11,12,61204
"TULIA TX",-101.7592316,34.53606033,1,0,1,0,4872
"TULLAHOMA TN",-86.20916748,35.36205673,8,1,3,4,19022
"TULSA OK",-95.98488617,36.1603241,1376,359,402,615,398082
