"yday","location","time","location_total.counts","positive.counts","negative.counts","neutral.counts","counts","lon","lat","totalpopulation"
227,"BUFFALO NY",7,196,55,58,83,196,-78.87787628,42.8867836,259517
227,"BUFFALO WY",7,1,0,1,0,1,-106.6996536,44.3480072,4614
227,"BUFORD GA",7,2,1,0,1,2,-84.00788879,34.11735535,13244
227,"BUNKER HILL IL",7,1,0,1,0,1,-89.95170593,39.04272842,1719
227,"BURBANK CA",7,29,8,4,17,29,-118.3104782,34.18065262,104725
227,"BURLESON TX",7,2,1,1,0,2,-97.32151794,32.54247665,40652
227,"BURLINGAME CA",7,2,0,0,2,2,-122.3685074,37.58408737,29941
227,"BURLINGTON NC",7,1,1,0,0,1,-79.43729401,36.09585953,52241
227,"BURLINGTON NJ",7,1,1,0,0,1,-74.86417389,40.07125092,9868
227,"BURLINGTON VT",7,71,24,16,31,71,-73.20542908,44.47687531,42570
227,"BURNET TX",7,1,0,1,0,1,-98.22889709,30.75881004,6104
227,"BURNSVILLE MN",7,3,0,0,3,3,-93.27822113,44.76760483,61255
227,"BUTLER PA",7,1,0,1,0,1,-79.89468384,40.86117172,13517
227,"BYRON WY",7,1,0,1,0,1,-108.5082169,44.79620361,620
227,"CAHOKIA IL",7,2,0,1,1,2,-90.19016266,38.57118225,14740
227,"CAIRO GA",7,10,3,0,7,10,-84.20102692,30.87791824,9759
227,"CAIRO IL",7,1,1,0,0,1,-89.1803894,37.00523758,2758
227,"CALABASAS CA",7,4,3,0,1,4,-118.6473236,34.1558876,24075
227,"CALDWELL OH",7,1,0,0,1,1,-81.51609039,39.7481575,1747
227,"CALDWELL TX",7,1,0,0,1,1,-96.69367218,30.53148842,4214
227,"CALEDONIA MI",7,2,1,1,0,2,-85.51702118,42.78935623,1509
227,"CALERA AL",7,3,1,0,2,3,-86.75354004,33.10300064,12593
227,"CALIFORNIA MO",7,1,0,0,1,1,-92.56713104,38.62768555,4351
227,"CALIFORNIA PA",7,2,1,0,1,2,-79.89154053,40.06599426,6657
227,"CALIMESA CA",7,2,0,1,1,2,-117.0634689,34.00385666,8269
227,"CALUMET MI",7,3,1,1,1,3,-88.45446777,47.24640274,684
227,"CAMARILLO CA",7,16,5,7,4,16,-119.0400391,34.21628952,66445
227,"CAMAS WA",7,1,0,1,0,1,-122.4054489,45.58965683,20890
227,"CAMBRIDGE MA",7,141,56,34,51,141,-71.10369873,42.36532593,107916
227,"CAMBRIDGE OH",7,12,5,1,6,12,-81.58615875,40.02525711,10511
227,"CAMDEN AR",7,1,0,0,1,1,-92.83481598,33.58491898,11683
227,"CAMDEN NJ",7,29,10,7,12,29,-75.118927,39.92608261,76904
227,"CAMPBELL CA",7,5,2,1,2,5,-121.951973,37.287117,40688
227,"CANAL WINCHESTER OH",7,3,2,1,0,3,-82.80456543,39.84274673,7621
227,"CANANDAIGUA NY",7,4,2,0,2,4,-77.28107452,42.88830948,10499
227,"CANBY OR",7,2,0,1,1,2,-122.6948166,45.26276779,16951
227,"CANONSBURG PA",7,2,1,1,0,2,-80.1868515,40.26278687,8944
227,"CANTON GA",7,1,1,0,0,1,-84.48571014,34.23356628,24305
227,"CANTON IL",7,5,4,0,1,5,-90.03516388,40.55800247,14539
227,"CANTON MS",7,2,0,0,2,2,-90.03672028,32.61313248,13413
227,"CANTON NC",7,2,1,1,0,2,-82.83691406,35.53314209,4156
227,"CANTON NY",7,2,1,1,0,2,-75.16870117,44.59575272,6665
227,"CANTON OH",7,31,8,6,17,31,-81.37824249,40.79906845,72463
227,"CAPE CANAVERAL FL",7,2,0,1,1,2,-80.60503387,28.4044838,10031
227,"CAPE CORAL FL",7,4,0,0,4,4,-81.9491806,26.56343079,165843
227,"CAPE GIRARDEAU MO",7,40,11,16,13,40,-89.51838684,37.30613327,38959
227,"CAPE MAY NJ",7,2,1,0,1,2,-74.90522766,38.93513107,3553
227,"CAPITOL HEIGHTS MD",7,8,3,1,4,8,-76.91506195,38.88552475,4482
227,"CARBONDALE IL",7,23,4,6,13,23,-89.2168808,37.7274704,26192
227,"CARENCRO LA",7,1,0,0,1,1,-92.04903412,30.31741714,8269
227,"CARLISLE PA",7,6,4,2,0,6,-77.18848419,40.20173264,18945
227,"CARLSBAD CA",7,8,1,3,4,8,-117.3528137,33.1580162,110830
227,"CARLSBAD NM",7,2,0,1,1,2,-104.2350617,32.41680527,27592
227,"CARLTON MN",7,1,0,0,1,1,-92.42503357,46.66386795,1025
227,"CARLYLE IL",7,1,0,0,1,1,-89.37243652,38.61019897,3299
227,"CARMEL IN",7,1,0,0,1,1,-86.12607574,39.97961426,85367
227,"CARPINTERIA CA",7,7,1,2,4,7,-119.5201263,34.39894485,13449
227,"CARRBORO NC",7,9,3,2,4,9,-79.07286835,35.91213989,20639
227,"CARRIZO SPRINGS TX",7,2,0,0,2,2,-99.86119843,28.52256584,5740
227,"CARROLLTON GA",7,4,0,2,2,4,-85.07631683,33.58019638,25515
227,"CARROLLTON MO",7,1,0,1,0,1,-93.4960556,39.35842896,3734
227,"CARROLLTON OH",7,1,0,0,1,1,-81.08522034,40.57297134,3020
227,"CARROLLTON TX",7,4,1,1,2,4,-96.89080811,32.95380783,127279
227,"CARSON CA",7,10,6,2,2,10,-118.2837448,33.8312645,92691
227,"CARSON CITY NV",7,9,3,1,5,9,-119.7687988,39.16352844,54482
227,"CARTERET NJ",7,3,0,2,1,3,-74.2276535,40.57754135,23965
227,"CARTERSVILLE GA",7,6,2,2,2,6,-84.79982758,34.1654892,19964
227,"CARTHAGE MO",7,3,3,0,0,3,-94.31087494,37.17650223,14278
227,"CARUTHERSVILLE MO",7,1,0,1,0,1,-89.65577698,36.19351578,6026
227,"CARY NC",7,28,11,3,14,28,-78.78055573,35.79200745,151186
227,"CASA GRANDE AZ",7,10,3,2,5,10,-111.7590179,32.87965393,49796
227,"CASCADE LOCKS OR",7,2,0,1,1,2,-121.8928452,45.66971588,1052
227,"CASNOVIA MI",7,1,0,1,0,1,-85.79045105,43.23496628,457
227,"CASPER WY",7,1,0,0,1,1,-106.3147507,42.86667633,58817
227,"CASTALIA OH",7,1,1,0,0,1,-82.80828857,41.40028,808
227,"CASTLE ROCK CO",7,3,0,0,3,3,-104.857811,39.37207031,52143
227,"CASTLE SHANNON PA",7,1,0,1,0,1,-80.021698,40.3650856,8293
227,"CATHEDRAL CITY CA",7,3,1,0,2,3,-116.4663467,33.77960205,53020
227,"CATSKILL NY",7,1,0,1,0,1,-73.86399841,42.21760178,3952
227,"CAZENOVIA NY",7,2,1,0,1,2,-75.85186005,42.93000031,2815
227,"CEDAR FALLS IA",7,2,2,0,0,2,-92.44594574,42.52773285,40439
227,"CEDAR PARK TX",7,2,1,0,1,2,-97.82061005,30.50554466,60841
227,"CEDAR RAPIDS IA",7,42,14,4,24,42,-91.66259766,41.98337555,128829
227,"CEDARBURG WI",7,1,0,0,1,1,-87.9877243,43.29684067,11508
227,"CENTER LINE MI",7,3,2,0,1,3,-83.02747345,42.48490524,8306
227,"CENTER POINT AL",7,1,1,0,0,1,-86.68362427,33.64584732,16797
227,"CENTERVILLE IA",7,1,1,0,0,1,-92.87467957,40.73418045,5431
227,"CENTERVILLE OH",7,1,0,1,0,1,-84.15953064,39.6285553,23952
227,"CENTREVILLE IL",7,3,0,0,3,3,-90.12549591,38.58330154,5142
227,"CERES CA",7,13,4,6,3,13,-120.9599075,37.59457016,46952
227,"CERRITOS CA",7,3,0,0,3,3,-118.0665054,33.85832214,49701
227,"CHADRON NE",7,1,1,0,0,1,-102.9998169,42.83535004,5828
227,"CHAMBERSBURG PA",7,2,0,2,0,2,-77.66046906,39.93768692,20519
227,"CHAMPAIGN IL",7,50,16,13,21,50,-88.24346161,40.11659622,84008
227,"CHANDLER AZ",7,59,18,12,29,59,-111.8428345,33.3062439,250202
227,"CHANHASSEN MN",7,1,1,0,0,1,-93.53160858,44.86223221,24437
227,"CHANUTE KS",7,1,1,0,0,1,-95.45789337,37.67946243,9217
227,"CHAPEL HILL NC",7,91,28,34,29,91,-79.05697632,35.91110611,58766
227,"CHARDON OH",7,2,1,1,0,2,-81.2011795,41.58335114,5170
227,"CHARLES TOWN WV",7,1,1,0,0,1,-77.86264038,39.29033279,5587
227,"CHARLESTON IL",7,2,0,1,1,2,-88.17610931,39.49612045,21552
227,"CHARLESTON MO",7,1,0,0,1,1,-89.35055542,36.92086792,5877
227,"CHARLESTON SC",7,159,54,32,73,159,-79.93032074,32.77671814,127694
227,"CHARLESTON WV",7,22,5,3,14,22,-81.63149261,38.34872055,50566
227,"CHARLOTTE NC",7,775,237,220,318,775,-80.84257507,35.22746277,792137
227,"CHARLOTTESVILLE VA",7,90,24,26,40,90,-78.49123383,38.03798676,45084
227,"CHASE CITY VA",7,2,2,0,0,2,-78.45783997,36.79962921,2312
227,"CHATHAM IL",7,1,1,0,0,1,-89.70467377,39.67619324,12341
227,"CHATHAM NY",7,1,0,0,1,1,-73.59416199,42.3643074,1381
227,"CHATHAM VA",7,1,1,0,0,1,-79.39749146,36.82584,1059
227,"CHATSWORTH GA",7,2,1,0,1,2,-84.76963043,34.76615524,4297
227,"CHATTANOOGA TN",7,76,21,22,33,76,-85.30583954,35.04058456,174483
227,"CHECOTAH OK",7,3,1,2,0,3,-95.52338409,35.47038651,3324
227,"CHELSEA MA",7,1,1,0,0,1,-71.03151703,42.39189529,37581
227,"CHENEY WA",7,1,1,0,0,1,-117.5782547,47.48730087,11171
227,"CHESAPEAKE BEACH MD",7,4,2,0,2,4,-76.53400421,38.68645096,5847
227,"CHESAPEAKE VA",7,46,13,16,17,46,-76.27422333,36.81948853,230601
227,"CHESTER PA",7,4,2,2,0,4,-75.35475159,39.84973145,34016
227,"CHESTER SC",7,7,1,2,4,7,-81.2141037,34.7049675,5527
227,"CHESTERFIELD MO",7,21,9,3,9,21,-90.5772934,38.6631279,47706
227,"CHEVERLY MD",7,1,0,0,1,1,-76.91530609,38.92858505,6368
227,"CHEVY CHASE MD",7,5,2,1,2,5,-77.07595825,38.97138977,2927
227,"CHEWELAH WA",7,1,0,1,0,1,-117.7169418,48.27609634,2592
227,"CHEYENNE WY",7,4,1,0,3,4,-104.8183899,41.13345718,62195
227,"CHICAGO HEIGHTS IL",7,1,0,1,0,1,-87.63541412,41.506073,30428
227,"CHICAGO IL",7,2755,900,740,1115,2755,-87.6503067,41.85000992,2717534
227,"CHICKAMAUGA GA",7,2,1,0,1,2,-85.29045105,34.87113571,3115
227,"CHICO CA",7,74,26,22,26,74,-121.839447,39.72846222,88455
227,"CHICOPEE MA",7,2,0,0,2,2,-72.60691071,42.14902496,56186
227,"CHILLICOTHE MO",7,3,1,0,2,3,-93.55298615,39.79542542,9025
227,"CHILLICOTHE OH",7,3,1,0,2,3,-82.98206329,39.33310699,21765
227,"CHINA GROVE NC",7,7,1,3,3,7,-80.58115387,35.56945801,4164
227,"CHOCTAW OK",7,1,1,0,0,1,-97.26795197,35.49282074,11828
227,"CHRISTIANSBURG VA",7,1,0,1,0,1,-80.40843201,37.1302948,21623
227,"CHULA VISTA CA",7,23,5,11,7,23,-117.0857468,32.64037704,257296
227,"CINCINNATI OH",7,269,83,85,101,269,-84.51939392,39.10413742,297397
227,"CIRCLEVILLE OH",7,1,0,0,1,1,-82.94564056,39.6006813,13706
227,"CITRUS HEIGHTS CA",7,1,0,0,1,1,-121.2829208,38.70672607,85408
227,"CLANTON AL",7,1,0,1,0,1,-86.62932587,32.83919907,8715
227,"CLAREMONT CA",7,15,6,7,2,15,-117.7214508,34.09675217,35762
227,"CLAREMORE OK",7,1,1,0,0,1,-95.61654663,36.31294632,18922
227,"CLARENDON HILLS IL",7,1,0,0,1,1,-87.95468903,41.79769516,8609
227,"CLARKSBURG WV",7,2,1,0,1,2,-80.34414673,39.28092575,16347
227,"CLARKSVILLE TN",7,9,3,3,3,9,-87.35944366,36.52993011,143618
227,"CLAYTON MO",7,4,3,0,1,4,-90.32382965,38.64260101,15900
227,"CLAYTON NC",7,3,0,1,2,3,-78.45562744,35.6511879,17869
227,"CLEAR LAKE SHORES TX",7,57,22,14,21,57,-95.03226471,29.54773712,1235
227,"CLEARWATER FL",7,38,10,16,12,38,-82.79984283,27.9665451,110381
227,"CLEBURNE TX",7,4,1,2,1,4,-97.38722992,32.34804535,29780
227,"CLEMMONS NC",7,4,1,1,2,4,-80.38154602,36.02172089,19340
227,"CLEMSON SC",7,4,1,1,2,4,-82.83683014,34.68382645,14664
227,"CLEVELAND HEIGHTS OH",7,4,2,1,1,4,-81.55568695,41.52017975,45388
227,"CLEVELAND OH",7,559,163,188,208,559,-81.69516754,41.49978256,390584
227,"CLEVELAND TN",7,2,2,0,0,2,-84.87675476,35.15940094,42895
227,"CLIFFSIDE PARK NJ",7,3,0,0,3,3,-73.98683167,40.82172394,24493
227,"CLIFTON NJ",7,3,1,2,0,3,-74.16278076,40.85860062,85552
227,"CLINTON IA",7,11,2,3,6,11,-90.19799042,41.84345627,26413
227,"CLINTON IN",7,1,0,1,0,1,-87.39801025,39.65688324,4812
227,"CLINTON KY",7,1,1,0,0,1,-88.99338531,36.66743469,1293
227,"CLIO MI",7,2,1,1,0,2,-83.73412323,43.17772293,2582
227,"CLIVE IA",7,2,1,0,1,2,-93.72477722,41.60302734,16634
227,"CLOVIS CA",7,11,5,4,2,11,-119.7047043,36.82522583,100437
227,"CLOVIS NM",7,1,0,0,1,1,-103.2067108,34.40181732,39466
227,"CLUTE TX",7,1,1,0,0,1,-95.39927673,29.02498436,11324
227,"COATESVILLE PA",7,6,1,1,4,6,-75.82329559,39.98334885,13152
227,"COATS NC",7,2,0,1,1,2,-78.6716156,35.40827179,2628
227,"COCOA BEACH FL",7,16,6,6,4,16,-80.6068573,28.3203907,11355
227,"COCOA FL",7,2,2,0,0,2,-80.74181366,28.38667297,17339
227,"COLD SPRING NY",7,2,0,0,2,2,-73.9535675,41.42040253,1790
227,"COLLEGE PARK GA",7,24,10,7,7,24,-84.44933319,33.65347672,14026
227,"COLLEGE PARK MD",7,40,8,9,23,40,-76.93619537,38.98080444,31730
227,"COLLEGEVILLE PA",7,1,0,1,0,1,-75.4506073,40.18598557,5296
227,"COLLEYVILLE TX",7,1,1,0,0,1,-97.15543365,32.88101959,24453
227,"COLLIERVILLE TN",7,2,0,1,1,2,-89.66448212,35.0423317,47434
227,"COLLINGSWOOD NJ",7,3,1,1,1,3,-75.07028961,39.9186058,13925
227,"COLLINSTON LA",7,1,1,0,0,1,-91.87198639,32.69124222,216
227,"COLLINSVILLE IL",7,4,1,2,1,4,-89.98478699,38.67050171,25025
227,"COLMA CA",7,1,0,0,1,1,-122.4610977,37.67665482,1571
227,"COLORADO SPRINGS CO",7,81,36,15,30,81,-104.8225174,38.83369446,442040
227,"COLTON CA",7,3,0,1,2,3,-117.3153687,34.0738945,53566
227,"COLUMBIA FALLS MT",7,1,1,0,0,1,-114.1933212,48.36879349,4856
227,"COLUMBIA HEIGHTS MN",7,1,0,1,0,1,-93.24828339,45.04322815,19632
227,"COLUMBIA IL",7,7,3,1,3,7,-90.20130157,38.44375992,10029
227,"COLUMBIA MO",7,266,109,58,99,266,-92.33429718,38.95169067,115391
227,"COLUMBIA SC",7,222,73,65,84,222,-81.04045105,34.00138855,131958
227,"COLUMBIA TN",7,4,0,2,2,4,-87.03533173,35.61502457,35627
227,"COLUMBUS GA",7,94,28,16,50,94,-84.98313141,32.46828842,200285
227,"COLUMBUS IN",7,1,0,1,0,1,-85.92284393,39.20959473,45868
227,"COLUMBUS NC",7,1,1,0,0,1,-82.19678497,35.25350189,1161
227,"COLUMBUS NE",7,1,0,1,0,1,-97.36936188,41.42973709,22584
227,"COLUMBUS OH",7,639,213,155,271,639,-82.99890137,39.96136475,824663
227,"COMMERCE TX",7,10,5,2,3,10,-95.90060425,33.24729538,8558
227,"COMPTON CA",7,19,4,5,10,19,-118.2218704,33.89606857,97955
227,"CONCORD CA",7,9,3,3,3,9,-122.0333328,37.97780228,126268
227,"CONCORD NC",7,12,2,4,6,12,-80.57880402,35.4092598,83903
227,"CONCORD NH",7,7,1,3,3,7,-71.53688812,43.20820999,42537
227,"CONCORDIA KS",7,1,0,0,1,1,-97.66313934,39.57102203,5289
227,"CONCORDIA MO",7,1,0,0,1,1,-93.56906128,38.98339462,2373
227,"CONNELLSVILLE PA",7,2,0,2,0,2,-79.58900452,40.01786041,7550
227,"CONNERSVILLE IN",7,1,0,1,0,1,-85.13545227,39.64817047,13241
227,"CONOVER NC",7,8,4,3,1,8,-81.21835327,35.70663834,8221
227,"CONROE TX",7,2,0,2,0,2,-95.45646667,30.31249237,63521
227,"CONWAY AR",7,12,7,3,2,12,-92.4426651,35.08877563,63555
227,"CONWAY SC",7,3,0,2,1,3,-79.04202271,33.83802795,19356
227,"CONYERS GA",7,2,0,1,1,2,-84.0175705,33.66764832,15577
227,"COOKEVILLE TN",7,3,1,1,1,3,-85.50189972,36.16290665,31831
227,"COON RAPIDS MN",7,1,1,0,0,1,-93.32348633,45.16527176,61946
227,"COOS BAY OR",7,2,0,0,2,2,-124.219841,43.36757278,16062
227,"COPPELL TX",7,2,0,2,0,2,-97.01548004,32.95487213,40602
227,"CORAL GABLES FL",7,19,5,6,8,19,-80.26779938,25.72242165,50059
227,"CORINTH MS",7,6,1,3,2,6,-88.52302551,34.93960571,14839
227,"CORINTH TX",7,1,0,0,1,1,-99.87008667,32.85448456,20614
227,"CORONA CA",7,20,8,6,6,20,-117.5688171,33.87516785,159595
227,"CORONADO CA",7,5,3,1,1,5,-117.1846619,32.6861763,24447
227,"CORPUS CHRISTI TX",7,27,6,9,12,27,-97.42076874,27.77859879,316513
227,"CORSICANA TX",7,1,1,0,0,1,-96.46954346,32.09554291,23945
227,"CORTLAND NY",7,6,2,2,2,6,-76.17972565,42.60138702,19134
227,"CORVALLIS OR",7,9,2,2,5,9,-123.2646637,44.56417084,54981
227,"COSTA MESA CA",7,3,1,1,1,3,-117.9204407,33.64131927,112377
227,"COTATI CA",7,5,0,4,1,5,-122.7091904,38.32655334,7376
227,"COUNCIL BLUFFS IA",7,6,2,3,1,6,-95.86154938,41.26196289,62309
227,"COUNCIL GROVE KS",7,6,3,1,2,6,-96.49236298,38.66096115,2319
227,"COURTLAND MS",7,1,0,0,1,1,-89.94303894,34.24124146,725
227,"COVINA CA",7,3,1,0,2,3,-117.8919067,34.09014511,48587
227,"COVINGTON GA",7,6,1,2,3,6,-83.86009216,33.59708405,13507
227,"COVINGTON KY",7,3,1,2,0,3,-84.50816345,39.08356476,40845
227,"CRAIG CO",7,1,0,0,1,1,-107.5479813,40.51535034,8983
227,"CRANSTON RI",7,1,1,0,0,1,-71.43634033,41.77997971,80761
227,"CRAWFORDSVILLE IN",7,2,0,2,0,2,-86.89406586,40.04439926,15982
227,"CRESTVIEW FL",7,4,0,2,2,4,-86.57064819,30.76231766,22524
227,"CREVE COEUR MO",7,1,1,0,0,1,-90.42288971,38.66108322,17944
227,"CROSSVILLE TN",7,5,1,0,4,5,-85.0270462,35.9490509,11245
227,"CROTON-ON-HUDSON NY",7,9,2,3,4,9,-73.89041901,41.2085762,8202
227,"CROWN POINT IN",7,6,1,2,3,6,-87.36541748,41.41695023,28444
227,"CRYSTAL LAKE IL",7,2,0,0,2,2,-88.3161087,42.2411499,40635
227,"CUBA MO",7,4,2,0,2,4,-91.40387726,38.06311035,3377
227,"CUERO TX",7,5,2,0,3,5,-97.28947449,29.09457397,7024
227,"CULPEPER VA",7,5,2,1,2,5,-77.99610901,38.47347641,17167
227,"CUMBERLAND MD",7,4,0,3,1,4,-78.76217651,39.65284729,20449
227,"CUMBY TX",7,2,2,0,0,2,-95.8399353,33.13761902,811
227,"CUMMING GA",7,12,4,4,4,12,-84.1401825,34.2074852,5588
227,"CUPERTINO CA",7,7,2,2,3,7,-122.0342026,37.32306671,60171
227,"CUT AND SHOOT TX",7,17,5,8,4,17,-95.35832214,30.33357811,1327
227,"CUYAHOGA FALLS OH",7,8,3,2,3,8,-81.48397064,41.1338768,49287
227,"DACULA GA",7,5,2,1,2,5,-83.89762878,33.9887352,4831
227,"DAHLONEGA GA",7,2,0,1,1,2,-83.98484802,34.53287125,6052
227,"DALHART TX",7,1,0,1,0,1,-102.5146484,36.05970764,8254
227,"DALLAS GA",7,3,1,0,2,3,-84.84075165,33.92391586,12363
227,"DALLAS TX",7,1320,433,336,551,1320,-96.80088043,32.78369904,1260688
227,"DALTON GA",7,13,3,3,7,13,-84.97008514,34.76976776,33496
227,"DALY CITY CA",7,20,2,8,10,20,-122.4645081,37.70376968,104930
227,"DANBURY CT",7,8,2,3,3,8,-73.45310974,41.39499664,83476
227,"DANVILLE CA",7,3,0,1,2,3,-122.0023193,37.82156754,43410
227,"DANVILLE IL",7,3,1,0,2,3,-87.62978363,40.12442398,32337
227,"DANVILLE IN",7,3,0,3,0,3,-86.52632904,39.76076126,9379
227,"DANVILLE KY",7,1,0,1,0,1,-84.77213287,37.6458931,16542
227,"DANVILLE VA",7,1,1,0,0,1,-79.39437866,36.58641434,42450
227,"DAPHNE AL",7,2,1,0,1,2,-87.90383148,30.60381317,23559
227,"DAVENPORT FL",7,1,0,1,0,1,-81.60109711,28.1620388,3137
227,"DAVENPORT IA",7,13,3,3,7,13,-90.57814026,41.52380753,101863
227,"DAVIDSON NC",7,2,0,0,2,2,-80.8433075,35.49843216,11765
227,"DAVIE FL",7,2,1,1,0,2,-80.23148346,26.0657177,97372
227,"DAVIS CA",7,23,10,6,7,23,-121.7421722,38.54467773,66510
227,"DAYTON KY",7,2,0,1,1,2,-84.47278595,39.11274338,5381
227,"DAYTON OH",7,117,38,34,45,117,-84.19126892,39.75915146,141368
227,"DAYTON TN",7,2,1,0,1,2,-85.01251221,35.49424744,7355
227,"DAYTONA BEACH FL",7,49,11,13,25,49,-81.02253723,29.21147537,62726
227,"DE PERE WI",7,1,1,0,0,1,-88.06053925,44.4486618,24366
227,"DE SOTO MO",7,1,0,0,1,1,-90.55529022,38.13964462,6469
227,"DEARBORN MI",7,28,6,12,10,28,-83.1758728,42.32239914,96069
227,"DEBARY FL",7,2,0,1,1,2,-81.30838776,28.88345909,19547
227,"DECATUR AL",7,7,2,2,3,7,-86.98355103,34.60622406,55598
227,"DECATUR GA",7,36,17,6,13,36,-84.29631805,33.77489471,20605
227,"DECATUR IL",7,2,1,0,1,2,-88.95516968,39.84060287,74654
227,"DECATUR IN",7,1,0,0,1,1,-84.93001556,40.82580566,9084
227,"DEER CREEK OK",7,8,2,4,2,8,-97.51993561,36.80317307,143
227,"DEERFIELD BEACH FL",7,16,7,4,5,16,-80.09928131,26.31905365,78227
227,"DEERFIELD IL",7,3,1,0,2,3,-87.84490204,42.17103577,18588
227,"DEFIANCE OH",7,2,1,1,0,2,-84.35565948,41.28461838,16571
227,"DEL MAR CA",7,2,1,1,0,2,-117.2663345,32.95969391,4269
227,"DEL RIO TX",7,1,1,0,0,1,-100.8970642,29.36329842,36119
227,"DELANO CA",7,1,0,0,1,1,-119.2488785,35.76877975,52807
227,"DELAVAN WI",7,1,0,1,0,1,-88.644104,42.6329422,8439
227,"DELAWARE CITY DE",7,7,4,0,3,7,-75.59502411,39.57416534,1933
227,"DELAWARE OH",7,4,0,2,2,4,-83.06757355,40.29886627,36794
227,"DELPHOS OH",7,2,0,1,1,2,-84.34170532,40.84327698,7261
227,"DELRAY BEACH FL",7,14,3,8,3,14,-80.07209778,26.46233368,63939
227,"DELTA CO",7,4,2,0,2,4,-108.0698395,38.74222946,8779
227,"DENHAM SPRINGS LA",7,2,0,2,0,2,-90.95632935,30.4871006,10126
227,"DENISON IA",7,1,0,1,0,1,-95.35573578,42.01762009,8383
227,"DENTON NC",7,3,0,2,1,3,-80.1153183,35.63389587,1766
227,"DENTON TX",7,82,27,21,34,82,-97.13349915,33.21514893,125734
227,"DENVER CO",7,710,242,166,302,710,-104.9853745,39.73901749,649654
227,"DEPEW NY",7,1,0,1,0,1,-78.69154358,42.90420532,15227
227,"DERBY KS",7,1,0,1,0,1,-97.26980591,37.54567719,23731
227,"DES MOINES IA",7,114,33,42,39,114,-93.6210022,41.59817123,208020
227,"DES PERES MO",7,1,0,1,0,1,-90.43345642,38.60096741,8480
227,"DES PLAINES IL",7,4,1,2,1,4,-87.8833847,42.03343964,58930
227,"DESTIN FL",7,6,1,1,4,6,-86.49551392,30.39405632,13055
227,"DETROIT MI",7,534,170,140,224,534,-83.04567719,42.33172226,690074
227,"DIBOLL TX",7,1,0,1,0,1,-94.78146362,31.18740463,5370
227,"DICKINSON TX",7,1,0,1,0,1,-95.05158234,29.46142769,19355
227,"DILLON SC",7,2,0,1,1,2,-79.37909698,34.41096115,6705
227,"DISTRICT HEIGHTS MD",7,2,0,2,0,2,-76.88869476,38.85776138,6036
227,"DIXON CA",7,1,1,0,0,1,-121.8243713,38.44569778,18908
227,"DOLGEVILLE NY",7,1,0,1,0,1,-74.77229309,43.10081863,2349
227,"DOLTON IL",7,1,1,0,0,1,-87.6072998,41.63914108,23283
227,"DONIPHAN MO",7,5,2,2,1,5,-90.82394409,36.62110138,2337
227,"DONORA PA",7,1,0,1,0,1,-79.85721588,40.17367935,4697
227,"DOTHAN AL",7,4,3,0,1,4,-85.39019775,31.22351265,67708
227,"DOUGLAS GA",7,12,7,1,4,12,-82.84980011,31.50903511,11750
227,"DOUGLASVILLE GA",7,10,5,1,4,10,-84.74777222,33.75165939,31917
227,"DOVER DE",7,5,0,1,4,5,-75.52090454,39.15853882,37144
227,"DOVER NH",7,1,0,1,0,1,-70.88840485,43.2059021,30534
227,"DOYLESTOWN OH",7,2,1,1,0,2,-81.69629669,40.96931458,3064
227,"DOYLESTOWN PA",7,5,1,2,2,5,-75.1292038,40.31054688,8344
227,"DU QUOIN IL",7,1,1,0,0,1,-89.2414856,38.01353455,6002
227,"DUARTE CA",7,1,0,1,0,1,-117.9786072,34.13949966,21769
227,"DUBLIN CA",7,4,1,2,1,4,-121.9383392,37.70181274,52063
227,"DUBUQUE IA",7,10,6,2,2,10,-90.67155457,42.51130295,58409
227,"DULUTH MN",7,8,3,2,3,8,-92.10697174,46.78300858,86178
227,"DUNCAN OK",7,1,1,0,0,1,-97.95820618,34.50245667,23317
227,"DUNCANNON PA",7,1,0,0,1,1,-77.03134155,40.38898087,1598
227,"DUNCANVILLE TX",7,6,1,3,2,6,-96.9091568,32.65229034,39567
227,"DUNEDIN FL",7,4,0,3,1,4,-82.77127838,28.02050591,35712
227,"DURANGO CO",7,1,0,1,0,1,-107.8810043,37.27463913,17486
227,"DURHAM NC",7,225,73,60,92,225,-78.89787292,35.99412918,246084
227,"EAGAN MN",7,3,3,0,0,3,-93.16746521,44.80387878,65424
227,"EAGLE ID",7,1,0,1,0,1,-116.3559189,43.69528198,21863
227,"EAGLE PASS TX",7,2,0,1,1,2,-100.5002899,28.70978737,27956
227,"EARTH TX",7,3,2,1,0,3,-102.4116135,34.23358154,832
227,"EAST HAMPTON NY",7,1,0,0,1,1,-72.18353271,40.96551895,1148
227,"EAST HELENA MT",7,8,3,2,3,8,-111.9177475,46.58939743,2306
227,"EAST HILLS NY",7,1,1,0,0,1,-73.62597656,40.79386902,7066
227,"EAST LANSING MI",7,70,23,16,31,70,-84.48403931,42.73703384,48669
227,"EAST LIVERPOOL OH",7,2,0,0,2,2,-80.57673645,40.61891556,10999
227,"EAST MCKEESPORT PA",7,10,4,2,4,10,-79.80618286,40.38326645,2140
227,"EAST MOLINE IL",7,1,0,1,0,1,-90.44459534,41.50070953,21422
227,"EAST ORANGE NJ",7,41,13,9,19,41,-74.21418762,40.76618958,64578
227,"EAST PALO ALTO CA",7,1,0,0,1,1,-122.143013,37.46857452,29198
227,"EAST POINT GA",7,24,9,5,10,24,-84.43933868,33.67996979,35357
